wave,tp
23594.875,0.1722841456989256
23604.915,0.1861387665998193
23614.953,0.2000594636898982
23624.992,0.2142298421073091
23635.032,0.2288139288258471
23645.07,0.2439473992148714
23655.11,0.259733368967882
23665.15,0.2762395725669993
23675.187,0.2934841783809607
23685.226,0.3114251072190258
23695.266,0.3299540716298982
23705.303999999996,0.3489123121123407
23715.343,0.368110547180724
23725.383,0.3873363500678926
23735.423,0.4063515567308677
23745.46,0.4249049275720252
23755.5,0.4427855329808594
23765.54,0.4598361763648523
23775.577999999998,0.4759257969257591
23785.617000000002,0.4909500493372944
23795.657000000003,0.5048375068141709
23805.695,0.5175397943571406
23815.734,0.529029647020451
23825.774,0.5393132088220838
23835.812,0.5484194368804574
23845.851,0.5563844038107391
23855.891,0.5632577850509387
23865.929,0.5691068780111367
23875.967999999997,0.5740131320703433
23886.007999999998,0.5780682327418349
23896.048,0.5813710703471113
23906.085,0.5840253759756856
23916.125,0.5861095390631523
23926.165,0.5876958161244192
23936.202999999998,0.5888828582836928
23946.242,0.5897584085565801
23956.282,0.5903817121648061
23966.32,0.5908254933297937
23976.36,0.5911770597811197
23986.399999999998,0.5915322123458556
23996.436999999998,0.5919864041112443
24006.476000000002,0.5926117304973825
24016.516,0.5934641251417382
24026.554,0.5945915381723058
24036.593,0.596026422099701
24046.633,0.5977789787140362
24056.670000000002,0.5998351526700585
24066.71,0.6021556896395795
24076.749999999996,0.6046918715285396
24086.789999999997,0.6073999657087576
24096.828,0.6102366003349893
24106.867,0.6131479888122721
24116.907,0.6160679968683753
24126.945000000003,0.6189267297459651
24136.984,0.6216744193150111
24147.023999999998,0.6242786061620608
24157.061999999998,0.6267165204948187
24167.101,0.6289656047065552
24177.140000000003,0.6309990187042989
24187.179,0.6327904104389632
24197.218,0.6343086056370048
24207.258,0.6355487981703516
24217.296,0.6365172006457438
24227.335000000003,0.6372083291542283
24237.375,0.637645827692069
24247.415,0.6378787879510194
24257.452,0.6379183075319546
24267.492000000002,0.6377692106507326
24277.532000000003,0.6374616632659803
24287.57,0.6370418227147604
24297.61,0.6365616619562086
24307.65,0.6360530028011984
24317.687,0.6355646495531292
24327.726,0.6351575943508132
24337.766,0.6348861751544915
24347.804,0.6348045028022922
24357.843,0.6349755333434656
24367.882999999998,0.6354479431822766
24377.92,0.6362170460611879
24387.96,0.6372510293385227
24398.0,0.6384942282985956
24408.037999999997,0.6398724451966241
24418.077,0.6413397523024975
24428.117000000002,0.6428643961313677
24438.157,0.6443977373288587
24448.195,0.6458791292596561
24458.234,0.6472674392401413
24468.274,0.6485462766601559
24478.311999999998,0.6497133556179138
24488.351000000002,0.6507829153910628
24498.39,0.6517775919747213
24508.429,0.6527272555302024
24518.468,0.6536639415642878
24528.508,0.6546087067952358
24538.546000000002,0.6555762873205688
24548.585,0.6566017917202338
24558.625,0.6577120002299073
24568.663,0.6588960426992374
24578.701999999997,0.6601098254147433
24588.742,0.661307117551028
24598.78,0.6624737061004251
24608.82,0.6635943687619882
24618.859999999997,0.6646514671082009
24628.899999999998,0.6656439542801972
24638.936999999998,0.6665742967238669
24648.976,0.6674353500746095
24659.016,0.6682261735160492
24669.054,0.6689678255686403
24679.093,0.6696945776795711
24689.133,0.6704625158429993
24699.170000000002,0.6713391016700105
24709.210000000003,0.6723705728913797
24719.25,0.673572166414467
24729.288,0.6749551328537777
24739.327,0.6765372774680359
24749.367000000002,0.6782984759436447
24759.405000000002,0.680196732660354
24769.444,0.682212172109251
24779.483999999997,0.6843165931268899
24789.523999999998,0.6864689960857022
24799.562,0.6886280726242681
24809.601,0.6907415930379289
24819.64,0.6927534686089603
24829.678999999996,0.6946149825781817
24839.718,0.6962651612888783
24849.757999999998,0.6976390397724404
24859.796,0.6987071497393299
24869.835,0.6994943400024339
24879.875,0.7000566881863268
24889.913,0.700436849953519
24899.952,0.7006617764287237
24909.992000000002,0.7007530347211843
24920.03,0.7007352350388927
24930.07,0.7006390003372241
24940.11,0.7004948219362658
24950.147,0.7003256626968554
24960.186,0.700150891950108
24970.226000000002,0.6999855855488316
24980.266000000003,0.6998452178869249
24990.304,0.6997412193007013
25000.342999999997,0.6996663736656727
25010.382999999998,0.6996145752162194
25020.42,0.6995799904858202
25030.46,0.6995480359220124
25040.5,0.6995224331426916
25050.538,0.6995119652958485
25060.577,0.6994854082257334
25070.617,0.6994058944170423
25080.655,0.6992468693845634
25090.694,0.6989935451017967
25100.734,0.6986592084730635
25110.771999999997,0.6982685844094783
25120.811,0.6978577594005331
25130.851000000002,0.697491617900076
25140.889,0.6972375223853844
25150.928,0.6971409822407285
25160.968,0.6972301959832249
25171.008,0.697522330080868
25181.046,0.6980352424606806
25191.085000000003,0.6987700793089293
25201.125000000004,0.6997265617407772
25211.163,0.7009009503330189
25221.201999999997,0.7022803592968517
25231.242,0.70380660083615
25241.280000000002,0.7054262278727458
25251.320000000003,0.7071430190156742
25261.36,0.7089527790067588
25271.397,0.7108392622746412
25281.435999999998,0.7127893273294218
25291.476,0.7147962018371244
25301.514,0.7168227451992812
25311.553,0.718785190506558
25321.593,0.7206298697852037
25331.633,0.7223547408984508
25341.670000000002,0.7239835666434675
25351.71,0.7255871359829755
25361.75,0.7272598917774199
25371.788,0.7290814363302692
25381.827,0.7311025113073729
25391.867000000002,0.7333527454936026
25401.905,0.7358611309010626
25411.944000000003,0.7386477300620214
25421.984,0.7417095029366082
25432.022,0.74503136189076
25442.060999999998,0.7486004289494919
25452.101,0.7523943667218732
25462.139000000003,0.7563707658031111
25472.178,0.7604799636518378
25482.217999999997,0.7646385221381629
25492.256,0.7687514026262826
25502.295,0.7726566077115907
25512.335,0.7761033120710741
25522.375,0.7790182250848248
25532.412999999997,0.7814601333899358
25542.452,0.7834574134100704
25552.492,0.7850393797767824
25562.53,0.786260660539164
25572.57,0.7872203018665848
25582.61,0.7880296622868092
25592.647,0.7888321983570862
25602.686,0.7898138149506777
25612.726000000002,0.7911148870312715
25622.764,0.79278266757806
25632.803000000004,0.7947988317783057
25642.843,0.797095369701976
25652.879999999997,0.7995887393251533
25662.92,0.8022054540978488
25672.96,0.8048801248008031
25682.999999999996,0.8075379956587619
25693.038,0.8100803849073381
25703.076999999997,0.8123838148393676
25713.117,0.8143221755300373
25723.155000000002,0.8157940903392424
25733.194,0.8167173603904775
25743.234,0.8170269019795151
25753.271999999997,0.8166906858577747
25763.311,0.8156907848486058
25773.351,0.8140718090383392
25783.389,0.811928294908537
25793.428,0.8094504337229521
25803.468,0.8069525049984818
25813.505999999998,0.8046236964199956
25823.545000000002,0.8025022171911592
25833.585000000003,0.8006324924662923
25843.623,0.7990954120715754
25853.662,0.7979555876475081
25863.702,0.7972264234199455
25873.742000000002,0.7968824101841637
25883.780000000002,0.7968799217252261
25893.82,0.7971613973450133
25903.86,0.7976505360187564
25913.897,0.7983121473533469
25923.935999999998,0.7991546251500525
25933.976,0.8001806225478533
25944.014000000003,0.8013826854917548
25954.053,0.8027474326182173
25964.093,0.8042638776454286
25974.13,0.8059209316055193
25984.17,0.8077126866444347
25994.21,0.8096504350896925
26004.248,0.811752164604733
26014.287,0.8140240878429765
26024.327,0.8164567519025852
26034.364999999998,0.8190273363694424
26044.405,0.8216923702980603
26054.444,0.8244197955115999
26064.484,0.8271914056390485
26074.522,0.8299626255089981
26084.561,0.8326867133514947
26094.6,0.8353308516586665
26104.639,0.8378788874294734
26114.677999999996,0.8403333092533433
26124.717999999997,0.8426772855099927
26134.756,0.8448771125064171
26144.795,0.8469116600946462
26154.835,0.8487748335335129
26164.873000000003,0.8504961131927696
26174.912,0.8521245186468488
26184.951999999997,0.8537104986623294
26194.989999999998,0.8553229288217431
26205.03,0.8570089825673527
26215.07,0.8587832175554524
26225.109999999997,0.8606626715535224
26235.146999999997,0.8626460453196773
26245.186,0.8647057318696612
26255.226,0.8668113958790514
26265.264,0.8689416369229916
26275.303,0.8710678752862288
26285.343,0.8731377674698219
26295.38,0.8751053135460648
26305.420000000002,0.8769531632995843
26315.460000000003,0.8786708965272755
26325.498,0.880257465717015
26335.537000000004,0.8817390676484764
26345.576999999997,0.8831444579682958
26355.615,0.8844898956968161
26365.654,0.8857860625385884
26375.694,0.8870310400288692
26385.732,0.8881972977509045
26395.772,0.8892649121809276
26405.810999999998,0.8902199838978575
26415.850000000002,0.8910444930669082
26425.889,0.8917427694634451
26435.928,0.8923182747525549
26445.968,0.8927814642766313
26456.005999999998,0.893139867468633
26466.045000000002,0.8933791564956792
26476.085,0.8935006520402246
26486.123,0.8935133998274531
26496.162,0.8934355240975106
26506.202,0.8933065766563834
26516.24,0.8931355094063519
26526.28,0.8928975928558591
26536.32,0.8926006762191573
26546.357,0.8922278938055686
26556.396,0.8917487661468475
26566.436,0.8911881276066458
26576.476000000002,0.8906004685869605
26586.514000000003,0.8900112930503535
26596.553,0.8894213021552532
26606.592999999997,0.8888605161122645
26616.629999999997,0.8883434359789685
26626.67,0.8878676961718197
26636.71,0.8874406107184166
26646.748,0.8870623690757669
26656.787,0.8866970271059006
26666.827,0.8863350855290687
26676.864999999998,0.8860426258039952
26686.904,0.8858723730442213
26696.944,0.8858688668913764
26706.982,0.8860763162611899
26717.021,0.8865033197732143
26727.061,0.8871407937508009
26737.099,0.8879519649823718
26747.139,0.8888805637548493
26757.178,0.8898972657227004
26767.218,0.8909669720779563
26777.256,0.8920438652690912
26787.295000000002,0.8930733839450496
26797.335000000003,0.893959099168963
26807.373,0.8946390779184284
26817.411999999997,0.895123867168132
26827.451999999997,0.8954266082701234
26837.49,0.895576862091916
26847.530000000002,0.8955947207674169
26857.570000000003,0.895462237168241
26867.606999999996,0.895180064671693
26877.646,0.8947955081003837
26887.685999999998,0.894374991881511
26897.724,0.8939467175751605
26907.763,0.8935255238374047
26917.803,0.8931231523416722
26927.84,0.8927434496619396
26937.88,0.8924019867219416
26947.920000000002,0.8921616744984561
26957.96,0.8920091049942822
26967.998,0.8918265024928609
26978.037,0.8915469778104397
26988.077,0.8911353137203741
26998.115,0.8905556403330629
27008.154000000002,0.8897842403099541
27018.194000000003,0.8888043922143456
27028.232,0.8876083815266655
27038.270999999997,0.886201704476356
27048.310999999998,0.8845847172338562
27058.349000000002,0.882743607525611
27068.388,0.8806007130395395
27078.428,0.8781012099474814
27088.466,0.8753045647900983
