# %ECSV 0.9
# ---
# datatype:
# - {name: m, datatype: int8}
# - {name: n, datatype: int8}
# - {name: wavelength, datatype: float32}
# - {name: int_mid_MJD_UTC, datatype: float64}
# - {name: int_mid_BJD_TDB, datatype: float64}
# - {name: flux(MJy/sr), datatype: float32}
# - {name: err(MJr/sr), datatype: float32}
# schema: astropy-2.0
m n wavelength int_mid_MJD_UTC int_mid_BJD_TDB flux(MJy/sr) err(MJr/sr)
0 0 2.524372 59694.20347004844 2459694.7071453533 6778104.5 9493677000000.0
0 0 2.525376 59694.20347004844 2459694.7071453533 6859038.0 56203195000000.0
0 0 2.52638 59694.20347004844 2459694.7071453533 6896169.0 122276470000.0
0 0 2.527384 59694.20347004844 2459694.7071453533 6783149.5 27973862000000.0
0 0 2.528388 59694.20347004844 2459694.7071453533 6837445.0 118779930000.0
0 0 2.529392 59694.20347004844 2459694.7071453533 6840419.5 9332529000000.0
0 0 2.530396 59694.20347004844 2459694.7071453533 6852847.5 18464459000000.0
0 0 2.5314 59694.20347004844 2459694.7071453533 6897148.0 18385128000000.0
0 0 2.532404 59694.20347004844 2459694.7071453533 6760223.5 116982580000.0
0 0 2.533408 59694.20347004844 2459694.7071453533 6802343.5 9152604000000.0
0 0 2.534412 59694.20347004844 2459694.7071453533 6902476.5 9100179000000.0
0 0 2.535416 59694.20347004844 2459694.7071453533 6865514.0 17976986000000.0
0 0 2.53642 59694.20347004844 2459694.7071453533 6198815.0 8970534000000.0
0 0 2.537424 59694.20347004844 2459694.7071453533 6710142.0 26549384000000.0
0 0 2.538428 59694.20347004844 2459694.7071453533 6768694.0 17619992000000.0
0 0 2.539432 59694.20347004844 2459694.7071453533 6780391.5 43569400000000.0
0 0 2.540436 59694.20347004844 2459694.7071453533 6663285.5 34644557000000.0
0 0 2.54144 59694.20347004844 2459694.7071453533 6763623.5 25854808000000.0
0 0 2.542444 59694.20347004844 2459694.7071453533 6647457.5 17172802000000.0
0 0 2.543448 59694.20347004844 2459694.7071453533 6606297.5 8588709300000.0
0 0 2.544452 59694.20347004844 2459694.7071453533 6548005.0 111063196000.0
0 0 2.545456 59694.20347004844 2459694.7071453533 6649873.5 8468557000000.0
0 0 2.54646 59694.20347004844 2459694.7071453533 6678380.5 8415608000000.0
0 0 2.547464 59694.20347004844 2459694.7071453533 6329033.5 16629813000000.0
0 0 2.548468 59694.20347004844 2459694.7071453533 6703079.5 24740110000000.0
0 0 2.549472 59694.20347004844 2459694.7071453533 6585075.5 16434059000000.0
0 0 2.550476 59694.20347004844 2459694.7071453533 6608541.0 16354117000000.0
0 0 2.55148 59694.20347004844 2459694.7071453533 6480139.0 24369770000000.0
0 0 2.552484 59694.20347004844 2459694.7071453533 6589600.5 114397544000.0
0 0 2.553488 59694.20347004844 2459694.7071453533 6520694.0 16132070000000.0
0 0 2.554492 59694.20347004844 2459694.7071453533 6496792.5 8080707000000.0
0 0 2.555496 59694.20347004844 2459694.7071453533 6504216.5 15991681000000.0
0 0 2.5565 59694.20347004844 2459694.7071453533 6512810.5 8027492600000.0
0 0 2.557504 59694.20347004844 2459694.7071453533 6536551.0 15907534000000.0
0 0 2.558508 59694.20347004844 2459694.7071453533 6488993.5 7993188400000.0
0 0 2.559512 59694.20347004844 2459694.7071453533 6441287.5 15873553000000.0
0 0 2.560516 59694.20347004844 2459694.7071453533 6500288.5 8000007300000.0
0 0 2.56152 59694.20347004844 2459694.7071453533 6138389.0 23796466000000.0
0 0 2.562524 59694.20347004844 2459694.7071453533 6415384.5 15896428000000.0
0 0 2.563528 59694.20347004844 2459694.7071453533 6466948.5 7999012700000.0
0 0 2.564532 59694.20347004844 2459694.7071453533 6548259.5 7990652400000.0
0 0 2.565536 59694.20347004844 2459694.7071453533 6548383.5 7971466600000.0
0 0 2.56654 59694.20347004844 2459694.7071453533 6487106.5 15805689000000.0
0 0 2.567544 59694.20347004844 2459694.7071453533 6562340.0 15821127000000.0
0 0 2.568548 59694.20347004844 2459694.7071453533 6455653.5 15848271000000.0
0 0 2.569552 59694.20347004844 2459694.7071453533 6603253.0 23774487000000.0
0 0 2.570556 59694.20347004844 2459694.7071453533 6632382.5 23747703000000.0
0 0 2.57156 59694.20347004844 2459694.7071453533 6563838.5 7973481500000.0
0 0 2.572564 59694.20347004844 2459694.7071453533 6523049.5 7986982000000.0
0 0 2.573568 59694.20347004844 2459694.7071453533 6708885.5 31661673000000.0
0 0 2.574572 59694.20347004844 2459694.7071453533 6611310.0 7986955700000.0
0 0 2.575576 59694.20347004844 2459694.7071453533 6565305.0 23709182000000.0
0 0 2.57658 59694.20347004844 2459694.7071453533 6600463.0 15857455000000.0
0 0 2.577584 59694.20347004844 2459694.7071453533 6532510.0 15838327000000.0
0 0 2.578588 59694.20347004844 2459694.7071453533 6648174.0 31487785000000.0
0 0 2.579592 59694.20347004844 2459694.7071453533 6583994.0 15774419000000.0
0 0 2.580596 59694.20347004844 2459694.7071453533 6401825.5 15761809000000.0
0 0 2.5816 59694.20347004844 2459694.7071453533 6526813.5 7920348600000.0
0 0 2.582604 59694.20347004844 2459694.7071453533 6426183.5 7898945600000.0
0 0 2.583608 59694.20347004844 2459694.7071453533 6497488.5 31246208000000.0
0 0 2.584612 59694.20347004844 2459694.7071453533 6372402.5 15588852000000.0
0 0 2.585616 59694.20347004844 2459694.7071453533 6567024.0 30879389000000.0
0 0 2.58662 59694.20347004844 2459694.7071453533 6600584.5 7766715000000.0
0 0 2.587624 59694.20347004844 2459694.7071453533 6548870.0 15345023000000.0
0 0 2.588628 59694.20347004844 2459694.7071453533 6620451.0 15242961000000.0
0 0 2.589632 59694.20347004844 2459694.7071453533 6494443.0 110299010000.0
0 0 2.590636 59694.20347004844 2459694.7071453533 6630310.5 22452862000000.0
0 0 2.59164 59694.20347004844 2459694.7071453533 6575015.0 29693231000000.0
0 0 2.592644 59694.20347004844 2459694.7071453533 6653669.5 14831215000000.0
0 0 2.593648 59694.20347004844 2459694.7071453533 6598682.5 7472102000000.0
0 0 2.594652 59694.20347004844 2459694.7071453533 6352345.0 7449616000000.0
0 0 2.595656 59694.20347004844 2459694.7071453533 6328215.5 100035410000.0
0 0 2.59666 59694.20347004844 2459694.7071453533 6410933.5 14406852000000.0
0 0 2.597664 59694.20347004844 2459694.7071453533 6372983.5 7148371000000.0
0 0 2.598668 59694.20347004844 2459694.7071453533 6588776.5 7079011000000.0
0 0 2.599672 59694.20347004844 2459694.7071453533 6574884.0 13933404000000.0
0 0 2.600676 59694.20347004844 2459694.7071453533 6663507.0 13853184000000.0
0 0 2.60168 59694.20347004844 2459694.7071453533 6579536.0 6944309000000.0
0 0 2.602684 59694.20347004844 2459694.7071453533 6531587.5 6907742400000.0
0 0 2.603688 59694.20347004844 2459694.7071453533 6408157.5 27186229000000.0
0 0 2.604692 59694.20347004844 2459694.7071453533 6722733.5 27131612000000.0
0 0 2.605696 59694.20347004844 2459694.7071453533 6457704.0 6824658500000.0
0 0 2.6067 59694.20347004844 2459694.7071453533 6494377.5 6770302000000.0
0 0 2.607704 59694.20347004844 2459694.7071453533 6523666.5 109499140000.0
0 0 2.608708 59694.20347004844 2459694.7071453533 6497677.0 6690952000000.0
0 0 2.609712 59694.20347004844 2459694.7071453533 6572151.5 13209172000000.0
0 0 2.610716 59694.20347004844 2459694.7071453533 6578485.0 19651558000000.0
0 0 2.61172 59694.20347004844 2459694.7071453533 6604514.5 19570077000000.0
0 0 2.612724 59694.20347004844 2459694.7071453533 6514293.0 6580094400000.0
0 0 2.613728 59694.20347004844 2459694.7071453533 6655606.0 13029045000000.0
0 0 2.614732 59694.20347004844 2459694.7071453533 6538889.0 6552295600000.0
0 0 2.615736 59694.20347004844 2459694.7071453533 6537439.0 109668295000.0
0 0 2.61674 59694.20347004844 2459694.7071453533 6573679.5 12978270000000.0
0 0 2.617744 59694.20347004844 2459694.7071453533 6662050.0 12912907000000.0
0 0 2.618748 59694.20347004844 2459694.7071453533 6574536.5 6467739500000.0
0 0 2.619752 59694.20347004844 2459694.7071453533 6436041.5 25508515000000.0
0 0 2.620756 59694.20347004844 2459694.7071453533 6363832.0 6434848000000.0
0 0 2.62176 59694.20347004844 2459694.7071453533 6455587.0 6403795700000.0
0 0 2.622764 59694.20347004844 2459694.7071453533 6469068.5 6378374600000.0
0 0 2.623768 59694.20347004844 2459694.7071453533 6436466.5 18881301000000.0
0 0 2.624772 59694.20347004844 2459694.7071453533 6208754.5 6354846000000.0
0 0 2.625776 59694.20347004844 2459694.7071453533 6336267.0 25186705000000.0
0 0 2.62678 59694.20347004844 2459694.7071453533 6418419.5 12665008000000.0
0 0 2.627784 59694.20347004844 2459694.7071453533 6467528.5 12636788000000.0
0 0 2.628788 59694.20347004844 2459694.7071453533 6469027.0 6370477000000.0
0 0 2.629792 59694.20347004844 2459694.7071453533 6534494.5 108470900000.0
0 0 2.630796 59694.20347004844 2459694.7071453533 6465727.5 106554340000.0
0 0 2.6318 59694.20347004844 2459694.7071453533 6462167.5 31429604000000.0
0 0 2.632804 59694.20347004844 2459694.7071453533 6519879.0 12607932000000.0
0 0 2.633808 59694.20347004844 2459694.7071453533 6458801.0 6358180000000.0
0 0 2.634812 59694.20347004844 2459694.7071453533 6461787.0 105614670000.0
0 0 2.635816 59694.20347004844 2459694.7071453533 6427004.5 6327448400000.0
0 0 2.63682 59694.20347004844 2459694.7071453533 6392501.0 105319580000.0
0 0 2.637824 59694.20347004844 2459694.7071453533 6498402.5 6318876000000.0
0 0 2.638828 59694.20347004844 2459694.7071453533 6471289.5 12520590000000.0
0 0 2.639832 59694.20347004844 2459694.7071453533 6487167.0 6309858000000.0
0 0 2.640836 59694.20347004844 2459694.7071453533 6479775.0 6306260000000.0
0 0 2.64184 59694.20347004844 2459694.7071453533 6404176.5 6301074600000.0
0 0 2.642844 59694.20347004844 2459694.7071453533 6542919.0 6296276000000.0
0 0 2.643848 59694.20347004844 2459694.7071453533 6463126.0 30986123000000.0
0 0 2.644852 59694.20347004844 2459694.7071453533 6502361.5 12453822000000.0
0 0 2.645856 59694.20347004844 2459694.7071453533 6552304.0 12439790000000.0
0 0 2.64686 59694.20347004844 2459694.7071453533 6556564.0 6253127000000.0
0 0 2.647864 59694.20347004844 2459694.7071453533 6588888.0 18471140000000.0
0 0 2.648868 59694.20347004844 2459694.7071453533 6484288.0 6208612000000.0
0 0 2.649872 59694.20347004844 2459694.7071453533 6357583.0 6196156700000.0
0 0 2.650876 59694.20347004844 2459694.7071453533 6371405.5 105251406000.0
0 0 2.65188 59694.20347004844 2459694.7071453533 6469774.0 6201844000000.0
0 0 2.652884 59694.20347004844 2459694.7071453533 6571068.0 111328850000.0
0 0 2.653888 59694.20347004844 2459694.7071453533 6405883.5 6150422000000.0
0 0 2.654892 59694.20347004844 2459694.7071453533 6250818.0 97559675000.0
0 0 2.655896 59694.20347004844 2459694.7071453533 6383587.5 104944435000.0
0 0 2.6569 59694.20347004844 2459694.7071453533 6328877.5 12054194000000.0
0 0 2.657904 59694.20347004844 2459694.7071453533 6453008.0 12021114000000.0
0 0 2.658908 59694.20347004844 2459694.7071453533 6373225.5 6050064400000.0
0 0 2.659912 59694.20347004844 2459694.7071453533 6344980.5 6038558300000.0
0 0 2.660916 59694.20347004844 2459694.7071453533 6312854.5 23774863000000.0
0 0 2.66192 59694.20347004844 2459694.7071453533 6119573.5 23712485000000.0
0 0 2.662924 59694.20347004844 2459694.7071453533 6373803.0 11883967000000.0
0 0 2.663928 59694.20347004844 2459694.7071453533 6298581.5 101444895000.0
0 0 2.664932 59694.20347004844 2459694.7071453533 6334031.0 104638470000.0
0 0 2.665936 59694.20347004844 2459694.7071453533 6388137.0 104745750000.0
0 0 2.66694 59694.20347004844 2459694.7071453533 6319410.5 103503320000.0
0 0 2.667944 59694.20347004844 2459694.7071453533 6023457.5 11736947000000.0
0 0 2.668948 59694.20347004844 2459694.7071453533 6389458.0 5906204500000.0
0 0 2.669952 59694.20347004844 2459694.7071453533 6388856.0 11722705000000.0
0 0 2.670956 59694.20347004844 2459694.7071453533 6282151.0 17461088000000.0
0 0 2.67196 59694.20347004844 2459694.7071453533 6108199.5 17316405000000.0
0 0 2.672964 59694.20347004844 2459694.7071453533 6332284.5 108621660000.0
0 0 2.673968 59694.20347004844 2459694.7071453533 6100503.0 11468471000000.0
0 0 2.674972 59694.20347004844 2459694.7071453533 6408277.5 107342320000.0
0 0 2.675976 59694.20347004844 2459694.7071453533 6315075.0 22868864000000.0
0 0 2.67698 59694.20347004844 2459694.7071453533 6368292.0 107023940000.0
0 0 2.677984 59694.20347004844 2459694.7071453533 6120318.0 11420409000000.0
0 0 2.678988 59694.20347004844 2459694.7071453533 5952609.5 11382704000000.0
0 0 2.679992 59694.20347004844 2459694.7071453533 6278180.5 11340487000000.0
0 0 2.680996 59694.20347004844 2459694.7071453533 6207118.5 5685862500000.0
0 0 2.682 59694.20347004844 2459694.7071453533 6131014.0 93429820000.0
0 0 2.683004 59694.20347004844 2459694.7071453533 6214365.0 97567240000.0
0 0 2.684008 59694.20347004844 2459694.7071453533 6267747.5 100882300000.0
0 0 2.685012 59694.20347004844 2459694.7071453533 6222809.5 16800987000000.0
0 0 2.686016 59694.20347004844 2459694.7071453533 6250028.0 11219118000000.0
0 0 2.68702 59694.20347004844 2459694.7071453533 6043307.5 5634833500000.0
0 0 2.688024 59694.20347004844 2459694.7071453533 5933180.5 86650430000.0
0 0 2.689028 59694.20347004844 2459694.7071453533 6302782.0 5619780700000.0
0 0 2.690032 59694.20347004844 2459694.7071453533 6263563.0 100825880000.0
0 0 2.691036 59694.20347004844 2459694.7071453533 6288110.5 5604319000000.0
0 0 2.69204 59694.20347004844 2459694.7071453533 6173819.0 98676350000.0
0 0 2.693044 59694.20347004844 2459694.7071453533 6225878.0 101848580000.0
0 0 2.694048 59694.20347004844 2459694.7071453533 6249218.0 100123980000.0
0 0 2.695052 59694.20347004844 2459694.7071453533 6117754.5 11130772000000.0
0 0 2.696056 59694.20347004844 2459694.7071453533 6206388.5 16583034000000.0
0 0 2.69706 59694.20347004844 2459694.7071453533 6243139.0 16514720000000.0
0 0 2.698064 59694.20347004844 2459694.7071453533 6196054.0 11004371000000.0
0 0 2.699068 59694.20347004844 2459694.7071453533 6314432.5 5539521600000.0
0 0 2.700072 59694.20347004844 2459694.7071453533 6248280.0 5521372300000.0
0 0 2.701076 59694.20347004844 2459694.7071453533 6285188.0 16343354000000.0
0 0 2.70208 59694.20347004844 2459694.7071453533 6270802.0 27094854000000.0
0 0 2.703084 59694.20347004844 2459694.7071453533 6256080.5 5478883000000.0
0 0 2.704088 59694.20347004844 2459694.7071453533 6303232.0 104349920000.0
0 0 2.705092 59694.20347004844 2459694.7071453533 6247285.0 5444065000000.0
0 0 2.706096 59694.20347004844 2459694.7071453533 6131798.5 5423861600000.0
0 0 2.7071 59694.20347004844 2459694.7071453533 6278875.5 5421499000000.0
0 0 2.708104 59694.20347004844 2459694.7071453533 6233217.5 101368610000.0
0 0 2.709108 59694.20347004844 2459694.7071453533 6166956.0 99447005000.0
0 0 2.710112 59694.20347004844 2459694.7071453533 6277911.0 10730297000000.0
0 0 2.711116 59694.20347004844 2459694.7071453533 6268457.5 10693986000000.0
0 0 2.71212 59694.20347004844 2459694.7071453533 6138928.0 5358001000000.0
0 0 2.713124 59694.20347004844 2459694.7071453533 6085258.5 96206060000.0
0 0 2.714128 59694.20347004844 2459694.7071453533 6032491.0 10506063000000.0
0 0 2.715132 59694.20347004844 2459694.7071453533 5980407.5 10476772000000.0
0 0 2.716136 59694.20347004844 2459694.7071453533 5872336.5 10442335000000.0
0 0 2.71714 59694.20347004844 2459694.7071453533 6035977.0 92020730000.0
0 0 2.718144 59694.20347004844 2459694.7071453533 6040027.5 93457940000.0
0 0 2.719148 59694.20347004844 2459694.7071453533 6100089.0 95546850000.0
0 0 2.720152 59694.20347004844 2459694.7071453533 5899705.5 89513710000.0
0 0 2.721156 59694.20347004844 2459694.7071453533 6101875.0 5233555500000.0
0 0 2.72216 59694.20347004844 2459694.7071453533 6039934.0 94854320000.0
0 0 2.723164 59694.20347004844 2459694.7071453533 5986592.5 91989746000.0
0 0 2.724168 59694.20347004844 2459694.7071453533 5922536.5 5170880600000.0
0 0 2.725172 59694.20347004844 2459694.7071453533 6081243.0 5155943000000.0
0 0 2.726176 59694.20347004844 2459694.7071453533 5898683.5 90175890000.0
0 0 2.72718 59694.20347004844 2459694.7071453533 6069542.5 5090444300000.0
0 0 2.728184 59694.20347004844 2459694.7071453533 6135400.0 10047730000000.0
0 0 2.729188 59694.20347004844 2459694.7071453533 6125878.5 95916335000.0
0 0 2.730192 59694.20347004844 2459694.7071453533 6092722.5 14932421000000.0
0 0 2.731196 59694.20347004844 2459694.7071453533 6080643.5 5028563000000.0
0 0 2.7322 59694.20347004844 2459694.7071453533 6130917.0 9943873000000.0
0 0 2.733204 59694.20347004844 2459694.7071453533 6101740.5 96440900000.0
0 0 2.734208 59694.20347004844 2459694.7071453533 6005241.5 9940389000000.0
0 0 2.735212 59694.20347004844 2459694.7071453533 6048350.5 5013371400000.0
0 0 2.736216 59694.20347004844 2459694.7071453533 6077528.0 14793900000000.0
0 0 2.73722 59694.20347004844 2459694.7071453533 6084775.5 95040365000.0
0 0 2.738224 59694.20347004844 2459694.7071453533 5924669.0 14782058000000.0
0 0 2.739228 59694.20347004844 2459694.7071453533 5904717.0 9907233000000.0
0 0 2.740232 59694.20347004844 2459694.7071453533 5911454.5 9894551000000.0
0 0 2.741236 59694.20347004844 2459694.7071453533 6086933.0 9859694000000.0
0 0 2.74224 59694.20347004844 2459694.7071453533 5954273.5 4944239300000.0
0 0 2.743244 59694.20347004844 2459694.7071453533 5932556.0 92117110000.0
0 0 2.744248 59694.20347004844 2459694.7071453533 5953195.5 14552835000000.0
0 0 2.745252 59694.20347004844 2459694.7071453533 6009432.0 9726910000000.0
0 0 2.746256 59694.20347004844 2459694.7071453533 6026785.0 9724047000000.0
0 0 2.74726 59694.20347004844 2459694.7071453533 5947520.0 14518213000000.0
0 0 2.748264 59694.20347004844 2459694.7071453533 5946616.5 14499917000000.0
0 0 2.749268 59694.20347004844 2459694.7071453533 5932828.0 19281738000000.0
0 0 2.750272 59694.20347004844 2459694.7071453533 6009529.5 14493626000000.0
0 0 2.751276 59694.20347004844 2459694.7071453533 5934878.0 4902630000000.0
0 0 2.75228 59694.20347004844 2459694.7071453533 5786640.5 9740540000000.0
0 0 2.753284 59694.20347004844 2459694.7071453533 5937821.0 9779821000000.0
0 0 2.754288 59694.20347004844 2459694.7071453533 5874171.0 4963162400000.0
0 0 2.755292 59694.20347004844 2459694.7071453533 5657209.0 14792273000000.0
0 0 2.756296 59694.20347004844 2459694.7071453533 5900264.0 9900320000000.0
0 0 2.7573 59694.20347004844 2459694.7071453533 5866818.5 4984706000000.0
0 0 2.758304 59694.20347004844 2459694.7071453533 5809710.5 86664800000.0
0 0 2.759308 59694.20347004844 2459694.7071453533 5940952.0 4986707600000.0
0 0 2.760312 59694.20347004844 2459694.7071453533 5864150.5 4990461500000.0
0 0 2.761316 59694.20347004844 2459694.7071453533 5862969.5 9933026000000.0
0 0 2.76232 59694.20347004844 2459694.7071453533 5736432.0 9963499000000.0
0 0 2.763324 59694.20347004844 2459694.7071453533 5957382.5 14902579000000.0
0 0 2.764328 59694.20347004844 2459694.7071453533 5951125.5 29642970000000.0
0 0 2.765332 59694.20347004844 2459694.7071453533 5986724.5 29570328000000.0
0 0 2.766336 59694.20347004844 2459694.7071453533 5818313.0 9913413000000.0
0 0 2.76734 59694.20347004844 2459694.7071453533 6002192.0 9925327000000.0
0 0 2.768344 59694.20347004844 2459694.7071453533 6030324.0 5003302400000.0
0 0 2.769348 59694.20347004844 2459694.7071453533 6089340.0 4996834000000.0
0 0 2.770352 59694.20347004844 2459694.7071453533 5743325.0 4980681000000.0
0 0 2.771356 59694.20347004844 2459694.7071453533 5890790.0 4978394500000.0
0 0 2.77236 59694.20347004844 2459694.7071453533 5987889.5 14711299000000.0
0 0 2.773364 59694.20347004844 2459694.7071453533 5997751.5 93923180000.0
0 0 2.774368 59694.20347004844 2459694.7071453533 5912238.5 14602251000000.0
0 0 2.775372 59694.20347004844 2459694.7071453533 6023956.5 4920590000000.0
0 0 2.776376 59694.20347004844 2459694.7071453533 6004575.0 4915031000000.0
0 0 2.77738 59694.20347004844 2459694.7071453533 6034673.5 93442970000.0
0 0 2.778384 59694.20347004844 2459694.7071453533 5851824.5 4878846000000.0
0 0 2.779388 59694.20347004844 2459694.7071453533 5599930.5 4852808000000.0
0 0 2.780392 59694.20347004844 2459694.7071453533 5964673.0 4851916000000.0
0 0 2.781396 59694.20347004844 2459694.7071453533 6004046.0 9589843000000.0
0 0 2.7824 59694.20347004844 2459694.7071453533 6011273.5 14283743000000.0
0 0 2.783404 59694.20347004844 2459694.7071453533 6102946.5 4806177500000.0
0 0 2.784408 59694.20347004844 2459694.7071453533 5911707.5 9471894000000.0
